name,sport,nationality,sex,date_of_birth,age,height,weight
Daniela Piedade,Handball,BRA,female,02/03/1979,37.5,1.74,70
Larissa Franca Maestrini,Volleyball,BRA,female,14/04/1982,34.3,1.74,70
Ya Tan,Canoe,CHN,male,18/07/1992,24.1,1.74,70
Marc Lopez,Tennis,ESP,male,31/07/1982,34,1.74,70
Tamara Echegoyen Dominguez,Sailing,ESP,female,17/02/1984,32.5,1.74,70
Sebastian Seidl,Judo,GER,male,12/07/1990,26.1,1.74,70
Nima Alamian,Table Tennis,IRI,male,24/12/1992,23.6,1.74,70
Sherko Kareem,Football,IRQ,male,25/05/1996,20.2,1.74,70
Dalia Torrez,Aquatics,NCA,female,29/03/1990,26.4,1.74,70
Gayle Broughton,Rugby Sevens,NZL,female,05/06/1996,20.2,1.74,70
Kelsey Bevan,Rowing,NZL,female,10/04/1990,26.3,1.74,70
Katarzyna Klys,Judo,POL,female,23/04/1986,30.3,1.74,70
Adam Lundqvist,Football,SWE,male,20/03/1994,22.4,1.74,70
Oleh Tsarkov,Shooting,UKR,male,22/03/1988,28.4,1.74,70
Rocio Campigli,Handball,ARG,female,06/08/1994,22,1.73,70
Erin Phillips,Basketball,AUS,female,19/05/1985,31.2,1.73,70
Bernardo Oliveira,Archery,BRA,male,08/06/1993,23.2,1.73,70
Stephane Smith,Hockey,BRA,male,15/05/1989,27.2,1.73,70
Bingtian Su,Athletics,CHN,male,29/08/1989,27,1.73,70
Filip Grgic,Taekwondo,CRO,male,25/10/1989,26.8,1.73,70
Igor Marenic,Sailing,CRO,male,02/01/1986,30.6,1.73,70
Fernando Dayan Jorge,Canoe,CUB,male,03/12/1998,17.7,1.73,70
Katja Steen Salskov-Iversen,Sailing,DEN,female,19/08/1994,22,1.73,70
Judith Forca Ariza,Aquatics,ESP,female,07/06/1996,20.2,1.73,70
Naiara Egozkue,Handball,ESP,female,21/10/1983,32.8,1.73,70
Mathilde Andraud,Athletics,FRA,female,28/04/1989,27.3,1.73,70
Franz Anton,Canoe,GER,male,23/10/1989,26.8,1.73,70
Laura Vargas Koch,Judo,GER,female,29/06/1990,26.1,1.73,70
Linda Bolder,Judo,ISR,female,03/07/1988,28.1,1.73,70
Thomas Fabbiano,Tennis,ITA,male,26/05/1989,27.2,1.73,70
Seung Chan Shin,Badminton,KOR,female,06/12/1994,21.7,1.73,70
Arturo Gonzalez,Football,MEX,male,05/09/1994,21.9,1.73,70
Maria del Rosario Espinoza Espinoza,Taekwondo,MEX,female,29/11/1987,28.7,1.73,70
Polly Powrie,Sailing,NZL,female,09/12/1987,28.7,1.73,70
Magdalena Fularczyk-Kozlowska,Rowing,POL,female,16/09/1986,29.9,1.73,70
Corey Cogdell,Shooting,USA,female,02/09/1986,29.9,1.73,70
David Verburg,Athletics,USA,male,14/05/1991,25.2,1.73,70
Trayvon Bromell,Athletics,USA,male,10/07/1995,21.1,1.73,70
Antonia Moreira,Judo,ANG,female,26/04/1982,34.3,1.72,70
Ramiro Quintana,Equestrian,ARG,male,07/03/1977,39.4,1.72,70
Ashley Stoddart,Sailing,AUS,female,10/06/1993,23.2,1.72,70
Darian King,Tennis,BAR,male,26/04/1992,24.3,1.72,70
Evi van Acker,Sailing,BEL,female,23/09/1985,30.9,1.72,70
Raquel Kochhann,Rugby Sevens,BRA,female,06/10/1992,23.8,1.72,70
Karen Paquin,Rugby Sevens,CAN,female,03/08/1987,29,1.72,70
Christine Ohuruogu,Athletics,GBR,female,17/05/1984,32.2,1.72,70
Louisa Gurski,Canoe,GBR,female,26/05/1988,28.2,1.72,70
Anika Lorenz,Sailing,GER,female,09/12/1990,25.7,1.72,70
Kunhu Muhammed Puthanpurakkal,Athletics,IND,male,05/03/1987,29.4,1.72,70
Gary O'Donovan,Rowing,IRL,male,30/12/1992,23.6,1.72,70
Ano Kuwai,Rugby Sevens,JPN,female,20/10/1989,26.8,1.72,70
Yoshitaku Nagasako,Cycling,JPN,male,16/09/1993,22.9,1.72,70
Sangmin Sim,Football,KOR,male,21/05/1993,23.2,1.72,70
Tumurkhuleg Davaadorj,Judo,MGL,male,29/09/1990,25.9,1.72,70
Segun Toriola,Table Tennis,NGR,male,18/09/1974,41.9,1.72,70
Angelica Wallen,Handball,SWE,female,11/04/1986,30.3,1.72,70
Stina Gardell,Aquatics,SWE,female,28/03/1990,26.4,1.72,70
Jack Rossiter,Shooting,AUS,male,13/06/1997,19.2,1.71,70
Huihui Lyu,Athletics,CHN,female,26/06/1989,27.1,1.71,70
Li Lin,Volleyball,CHN,female,05/07/1992,24.1,1.71,70
Barbara Matic,Judo,CRO,female,03/12/1994,21.7,1.71,70
Veronika Kozelska Fenclova,Sailing,CZE,female,21/01/1981,35.6,1.71,70
Kilian le Blouch,Judo,FRA,male,07/10/1989,26.8,1.71,70
Muhammad Wijaya,Archery,INA,male,22/08/1996,20,1.71,70
Takuma Asano,Football,JPN,male,10/11/1994,21.8,1.71,70
Edgaras Venckaitis,Wrestling,LTU,male,12/12/1985,30.7,1.71,70
Kelly Brazier,Rugby Sevens,NZL,female,28/10/1989,26.8,1.71,70
Houda Miled,Judo,TUN,female,08/02/1987,29.5,1.71,70
Alexander Naddour,Gymnastics,USA,male,04/03/1991,25.4,1.71,70
Molly Hannis,Aquatics,USA,female,13/03/1992,24.4,1.71,70
Edwina Bone,Hockey,AUS,female,29/04/1988,28.3,1.7,70
Kevin Chavez Banda,Aquatics,AUS,male,09/07/1992,24.1,1.7,70
Shannon Parry,Rugby Sevens,AUS,female,27/10/1989,26.8,1.7,70
Zoe Arancini,Aquatics,AUS,female,14/07/1991,25.1,1.7,70
Gabriel Ho-Garcia,Hockey,CAN,male,19/05/1993,23.2,1.7,70
Chao Zhou,Judo,CHN,female,12/01/1987,29.6,1.7,70
Bryden Nicholas,Canoe,COK,male,10/03/1989,27.4,1.7,70
Maria Bernabeu,Judo,ESP,female,15/02/1988,28.5,1.7,70
Laura Nurmsalu,Archery,EST,female,01/06/1994,22.2,1.7,70
Roy Krishna,Football,FIJ,male,30/08/1987,29,1.7,70
Charley Hull,Golf,GBR,female,20/03/1996,20.4,1.7,70
Lily Owsley,Hockey,GBR,female,10/12/1994,21.7,1.7,70
Chun Hing Chan,Cycling,HKG,male,24/04/1981,35.3,1.7,70
Chun Ting Wong,Table Tennis,HKG,male,07/09/1991,24.9,1.7,70
Federica Radicchi,Aquatics,ITA,female,21/12/1988,27.6,1.7,70
Ken Terauchi,Aquatics,JPN,male,07/08/1980,36,1.7,70
Toshikazu Yamashita,Shooting,JPN,male,21/02/1977,39.5,1.7,70
Mike Mokamba Nyang'au,Athletics,KEN,male,28/08/1994,22,1.7,70
Simona Krupeckaite,Cycling,LTU,female,13/12/1982,33.7,1.7,70
Michelle Koh,Golf,MAS,female,30/09/1990,25.9,1.7,70
David Munoz Hidalgo,Shooting,PAN,male,29/09/1964,51.9,1.7,70
Pavel Chihuan,Athletics,PER,male,19/01/1986,30.6,1.7,70
Jessie Khing Lacuna,Aquatics,PHI,male,23/12/1993,22.6,1.7,70
Tiago Silva,Football,POR,male,02/06/1993,23.2,1.7,70
Yolande Bukasa,Judo,ROT,female,08/09/1987,28.9,1.7,70
Diodio Diouf,Basketball,SEN,female,15/12/1984,31.7,1.7,70
Candie Kung,Golf,TPE,female,08/08/1981,35,1.7,70
Erwin Maldonado,Aquatics,VEN,male,25/07/1983,33.1,1.7,70
Jose Melendez,Athletics,VEN,male,19/05/1993,23.2,1.7,70
Vitali Bubnovich,Shooting,BLR,male,12/11/1974,41.8,1.69,70
Kelita Zupancic,Judo,CAN,female,09/05/1990,26.3,1.69,70
Xiaoli Wang,Sailing,CHN,female,12/05/1982,34.3,1.69,70
Emma Jorgensen,Canoe,DEN,female,30/01/1996,20.5,1.69,70
Adam Dixon,Hockey,GBR,male,11/09/1986,29.9,1.69,70
Fiona Pennie,Canoe,GBR,female,09/11/1982,33.8,1.69,70
Kayla McAlister,Rugby Sevens,NZL,female,06/08/1988,28,1.69,70
Fabrizio Zanotti,Golf,PAR,male,21/05/1983,33.2,1.69,70
Ion Iulian Panait,Wrestling,ROU,male,05/05/1981,35.3,1.69,70
Hedi Gharbi,Sailing,TUN,male,05/08/1969,47,1.69,70
Emilee Cherry,Rugby Sevens,AUS,female,02/11/1992,23.8,1.68,70
Kim Mickle,Athletics,AUS,female,28/12/1984,31.6,1.68,70
Lohaynny Vicente,Badminton,BRA,female,02/05/1996,20.3,1.68,70
Antoaneta Boneva,Shooting,BUL,female,17/01/1986,30.6,1.68,70
Kate O'Brien,Cycling,CAN,female,23/07/1988,28.1,1.68,70
Rene Lopez,Equestrian,COL,male,05/04/1964,52.4,1.68,70
Michael Jung,Equestrian,GER,male,31/07/1982,34,1.68,70
Haruka Tachimoto,Judo,JPN,female,03/08/1990,26,1.68,70
Hansu Ryu,Wrestling,KOR,male,01/02/1988,28.5,1.68,70
Assmaa Niang,Judo,MAR,female,04/01/1983,33.6,1.68,70
Alexandra Mirca,Archery,MDA,female,11/10/1993,22.8,1.68,70
Salvador,Football,POR,male,11/11/1991,24.8,1.68,70
Ziva Dvorsak,Shooting,SLO,female,09/07/1991,25.1,1.68,70
Tanyaporn Prucksakorn,Shooting,THA,female,08/01/1990,26.6,1.68,70
Assiya Ipek,Weightlifting,TUR,female,05/12/1993,22.7,1.68,70
Ismail Keles,Shooting,TUR,male,05/03/1988,28.4,1.68,70
Gulnoza Matniyazova,Judo,UZB,female,10/08/1994,22,1.68,70
Julio Cesar Iemma Hernandez,Shooting,VEN,male,31/07/1984,32,1.68,70
Miguel Ubeto Aponte,Cycling,VEN,male,02/09/1976,40,1.68,70
Cristian Espinoza,Football,ARG,male,03/04/1995,21.4,1.67,70
Jose Luis Gomez,Football,ARG,male,13/09/1993,22.9,1.67,70
Mauricio Martinez,Football,ARG,male,20/02/1993,23.5,1.67,70
Monique Sullivan,Cycling,CAN,female,21/02/1989,27.5,1.67,70
Katy McLean,Rugby Sevens,GBR,female,19/12/1985,30.6,1.67,70
Sally Conway,Judo,GBR,female,01/02/1987,29.5,1.67,70
Sabrina Hering,Canoe,GER,female,16/02/1992,24.5,1.67,70
Elizabeth Yin,Sailing,SIN,female,08/08/1991,25,1.67,70
Leandro Vega,Football,ARG,male,27/05/1996,20.2,1.66,70
Nicole Acevedo,Rugby Sevens,COL,female,15/10/1994,21.8,1.66,70
Anna Meares,Cycling,AUS,female,21/09/1983,32.9,1.65,70
Viniana Riwai,Rugby Sevens,FIJ,female,06/06/1991,25.2,1.65,70
Eva Roesken,Shooting,GER,female,05/07/1984,32.1,1.65,70
Ines Gmati,Sailing,TUN,female,05/04/1997,19.3,1.65,70
Vanessa Lunga,Football,ZIM,female,16/06/1994,22.2,1.63,70
Ziyu Zhang,Table Tennis,AUS,female,10/12/1990,25.7,1.62,70
Rebecca Howard,Equestrian,CAN,female,09/05/1979,37.3,1.62,70
Mengxue Zhang,Shooting,CHN,female,06/02/1991,25.5,1.62,70
Gevrise Emane,Judo,FRA,female,27/07/1982,34,1.62,70
Xoana Iacoi,Handball,ARG,female,03/06/1992,24.2,1.61,70
John Whitaker,Equestrian,GBR,male,05/08/1955,61,1.61,70
Yi Chun Lin,Shooting,TPE,female,05/07/1981,35.1,1.61,70
Maria Portela,Judo,BRA,female,14/01/1988,28.6,1.58,70
Doreen Nziwa,Rugby Sevens,KEN,female,04/07/1982,34.1,1.57,70
Emily Morley,Rowing,BAH,female,06/12/1993,22.7,1.53,70
Kapririel Kitson,Athletics,FSM,male,10/12/1993,22.7,1.53,70
Offiong Edem,Table Tennis,NGR,female,31/12/1986,29.6,1.5,70
Eric Woelfl,Rowing,CAN,male,18/07/1989,27.1,1.93,69
Wei Sun,Fencing,CHN,male,27/10/1992,23.8,1.93,69
Anastasia Shlyakhovaya,Volleyball,RUS,female,05/10/1990,25.9,1.92,69
Jarkko Kinnunen,Athletics,FIN,male,19/01/1984,32.6,1.88,69
Stefan Fegerl,Table Tennis,AUT,male,12/09/1988,27.9,1.86,69
Dzmitry Nabokau,Athletics,BLR,male,20/01/1996,20.6,1.86,69
Olim Kurbanov,Aquatics,TJK,male,21/06/1998,18.1,1.86,69
Pedro Pascual,Sailing,USA,male,15/03/1996,20.4,1.86,69
Shaunae Miller,Athletics,BAH,female,15/04/1994,22.3,1.85,69
Christopher Froome,Cycling,GBR,male,20/05/1985,31.2,1.85,69
Koichiro Morioka,Athletics,JPN,male,02/04/1985,31.4,1.85,69
Jerome Guery,Equestrian,BEL,male,24/07/1980,36.1,1.84,69
Allans Vargas,Football,HON,male,25/09/1993,22.9,1.84,69
Hugo Houle,Cycling,CAN,male,27/09/1990,25.9,1.83,69
Lucas Bruchet,Athletics,CAN,male,23/02/1991,25.5,1.83,69
Jakob Fuglsang,Cycling,DEN,male,22/03/1985,31.4,1.83,69
Annika Bruhn,Aquatics,GER,female,05/10/1992,23.8,1.83,69
Kathrin Marchand,Rowing,GER,female,15/11/1990,25.7,1.83,69
Lisa Graf,Aquatics,GER,female,13/11/1992,23.7,1.83,69
Valdas Dopolskas,Athletics,LTU,male,30/04/1992,24.3,1.83,69
Lea Sprunger,Athletics,SUI,female,05/03/1990,26.4,1.83,69
Lidiia Sichenikova,Archery,UKR,female,03/02/1993,23.5,1.83,69
Boris Berian,Athletics,USA,male,19/12/1992,23.6,1.83,69
Elodie Clouvel,Modern Pentathlon,FRA,female,14/01/1989,27.6,1.82,69
Reza Ghasemi,Athletics,IRI,male,24/07/1987,29.1,1.82,69
Kenji Fujimitsu,Athletics,JPN,male,01/05/1986,30.3,1.82,69
Kohei Yamamoto,Cycling,JPN,male,20/08/1985,31,1.82,69
Hyeri Oh,Taekwondo,KOR,female,30/04/1988,28.3,1.82,69
Dmitry Polyanskiy,Triathlon,RUS,male,19/11/1986,29.7,1.82,69
Sven Riederer,Triathlon,SUI,male,27/03/1981,35.4,1.82,69
Sofia Polcanova,Table Tennis,AUT,female,03/09/1994,21.9,1.81,69
Isabel Swan,Sailing,BRA,female,18/11/1983,32.7,1.81,69
Iziane Castro,Basketball,BRA,female,13/03/1982,34.4,1.81,69
Tatiane Pacheco,Basketball,BRA,female,16/10/1990,25.8,1.81,69
Laia Palau,Basketball,ESP,female,10/09/1979,36.9,1.81,69
Roman Fosti,Athletics,EST,male,06/06/1983,33.2,1.81,69
Marko Blazhevski,Aquatics,MKD,male,10/11/1992,23.8,1.81,69
Willemijn Bos,Hockey,NED,female,02/05/1988,28.3,1.81,69
Lebo Mothiba,Football,RSA,male,28/01/1996,20.5,1.81,69
Azenaide Daniela Carlos,Handball,ANG,female,14/06/1990,26.2,1.8,69
Brittany Elmslie,Aquatics,AUS,female,19/06/1994,22.1,1.8,69
David Goffin,Tennis,BEL,male,07/12/1990,25.7,1.8,69
Jonathan Borlee,Athletics,BEL,male,22/02/1988,28.5,1.8,69
Yuliya Rytsikava,Basketball,BLR,female,08/09/1986,29.9,1.8,69
Stephanie Horner,Aquatics,CAN,female,19/03/1989,27.4,1.8,69
Jun Yang,Aquatics,CHN,female,28/04/1988,28.3,1.8,69
Victor Koretzky,Cycling,FRA,male,26/08/1994,22,1.8,69
Joanna Rowsell-Shand,Cycling,GBR,female,05/12/1988,27.7,1.8,69
Johanna Konta,Tennis,GBR,female,17/05/1991,25.2,1.8,69
Dimitrios Antoniadis,Cycling,GRE,male,29/07/1992,24,1.8,69
Vikas Dahiya,Hockey,IND,male,08/05/1995,21.3,1.8,69
Yekaterina Rudenko,Aquatics,KAZ,female,16/10/1994,21.8,1.8,69
Sangsu Lee,Table Tennis,KOR,male,13/08/1990,26,1.8,69
Wiam Dislam,Taekwondo,MAR,female,22/10/1987,28.8,1.8,69
Rodrigo Gonzalez,Triathlon,MEX,male,14/12/1989,26.7,1.8,69
Caia van Maasakker,Hockey,NED,female,05/04/1989,27.4,1.8,69
Cristina Neagu,Handball,ROU,female,26/08/1988,28,1.8,69
Olivier Beer,Cycling,SUI,male,18/10/1990,25.8,1.8,69
Ken Sema,Football,SWE,male,30/09/1993,22.9,1.8,69
Ekaterina Ivanova Avramova,Aquatics,TUR,female,12/11/1991,24.7,1.8,69
Saziye Ivegin Uner,Basketball,TUR,female,08/02/1982,34.5,1.8,69
Andriy Grivko,Cycling,UKR,male,07/08/1983,33,1.8,69
Fabrice Lapierre,Athletics,AUS,male,17/10/1983,32.8,1.79,69
Luis Emigdio Vega,Aquatics,CUB,male,02/11/1998,17.8,1.79,69
Kheira Hamraoui,Football,FRA,female,13/01/1990,26.6,1.79,69
Luca Braidot,Cycling,ITA,male,29/05/1991,25.2,1.79,69
Kohei Yamashita,Athletics,JPN,male,06/09/1994,21.9,1.79,69
Sara Carmo,Sailing,POR,female,12/10/1986,29.8,1.79,69
Nida Ustundag,Aquatics,TUR,female,21/10/1996,19.8,1.79,69
Jasper De Buyst,Cycling,BEL,male,24/11/1993,22.7,1.78,69
Thiago Maia,Football,BRA,male,23/03/1997,19.4,1.78,69
Yaxin Liu,Aquatics,CHN,female,16/06/1999,17.2,1.78,69
Dominic King,Athletics,GBR,male,30/05/1983,33.2,1.78,69
Devindar Walmiki,Hockey,IND,male,28/05/1992,24.2,1.78,69
Changju Kim,Sailing,KOR,male,20/09/1985,30.9,1.78,69
Sophie van Gestel,Volleyball,NED,female,29/06/1991,25.1,1.78,69
Elena Ezhova,Volleyball,RUS,female,14/08/1977,39,1.78,69
Linnea Stensils,Canoe,SWE,female,08/03/1994,22.4,1.78,69
Kathryn Johnson,Rugby Sevens,USA,female,25/10/1991,24.8,1.78,69
Marthe Koala,Athletics,BUR,female,08/03/1994,22.4,1.77,69
Orianica Velasquez,Football,COL,female,01/08/1989,27,1.77,69
Sebastian Perez,Football,COL,male,29/03/1993,23.4,1.77,69
Alvaro de Arriba,Athletics,ESP,male,02/06/1994,22.2,1.77,69
Muhammed Anas Yahiya,Athletics,IND,male,17/09/1994,21.9,1.77,69
Takamasa Kitagawa,Athletics,JPN,male,05/09/1996,19.9,1.77,69
Mosito Lehata,Athletics,LES,male,08/04/1989,27.3,1.77,69
Melinda Geiger,Handball,ROU,female,28/03/1987,29.4,1.77,69
Ahmet Orken,Cycling,TUR,male,12/03/1993,23.4,1.77,69
Alicia Coutts,Aquatics,AUS,female,14/09/1987,28.9,1.76,69
Lauren Reynolds,Cycling,AUS,female,25/06/1991,25.1,1.76,69
Beatriz,Football,BRA,female,17/12/1993,22.6,1.76,69
Cristiane,Football,BRA,female,15/05/1985,31.2,1.76,69
Pedro da Silva,Canoe,BRA,male,12/04/1993,23.3,1.76,69
Sarah Guyot,Canoe,FRA,female,16/04/1991,25.3,1.76,69
Elder Torres,Football,HON,male,14/04/1995,21.3,1.76,69
Miguel Mena,Aquatics,NCA,male,07/07/1997,19.1,1.76,69
Pippa Hayward,Hockey,NZL,female,23/05/1990,26.2,1.76,69
Zi Liang Derek Wong,Badminton,SIN,male,13/01/1989,27.6,1.76,69
Omer Karaevli,Equestrian,TUR,male,11/09/1977,38.9,1.76,69
Tatiana Drozdovskaya,Sailing,BLR,female,06/12/1978,37.7,1.75,69
Felipe Anderson,Football,BRA,male,15/04/1993,23.3,1.75,69
Kleberson Davide,Athletics,BRA,male,20/07/1985,31.1,1.75,69
Mahmood Haji,Shooting,BRN,male,11/03/1991,25.4,1.75,69
Zouhair Aouad,Athletics,BRN,male,07/04/1989,27.3,1.75,69
Michael Tayler,Canoe,CAN,male,06/02/1992,24.5,1.75,69
Jinglin Shi,Aquatics,CHN,female,03/01/1993,23.6,1.75,69
Thomas Boudat,Cycling,FRA,male,24/02/1994,22.5,1.75,69
Ashleigh Nelson,Athletics,GBR,female,20/02/1991,25.5,1.75,69
Janne Muller-Wieland,Hockey,GER,female,28/10/1986,29.8,1.75,69
Marie-Catherine Arnold,Rowing,GER,female,07/11/1991,24.8,1.75,69
Brayan Garcia,Football,HON,male,26/05/1993,23.2,1.75,69
Bashar Resan,Football,IRQ,male,22/12/1996,19.6,1.75,69
Alice Sinno,Sailing,ITA,female,08/09/1992,23.9,1.75,69
Yoshihide Kiryu,Athletics,JPN,male,15/12/1995,20.7,1.75,69
Carlos Fierro,Football,MEX,male,23/07/1994,22.1,1.75,69
Agnieszka Jadwiga Wieszczek-Kordus,Wrestling,POL,female,22/03/1983,33.4,1.75,69
Andile Fikizolo,Football,RSA,male,12/05/1994,22.2,1.75,69
Ilia Zakharov,Aquatics,RUS,male,02/05/1991,25.3,1.75,69
Wen-Ling Chen,Wrestling,TPE,female,16/08/1994,22,1.75,69
Ayse Cora,Basketball,TUR,female,03/03/1993,23.4,1.75,69
Lena Kreundl,Aquatics,AUT,female,19/09/1997,18.9,1.74,69
John-John Dohmen,Hockey,BEL,male,24/01/1988,28.6,1.74,69
Vadim Kaptur,Aquatics,BLR,male,12/07/1987,29.1,1.74,69
Luiz Altamir,Aquatics,BRA,male,09/05/1996,20.3,1.74,69
Qingling Song,Hockey,CHN,female,22/07/1986,30.1,1.74,69
Sergi Enrique,Hockey,ESP,male,22/09/1987,28.9,1.74,69
Antoinette Nana Djimou Ida,Athletics,FRA,female,02/08/1985,31,1.74,69
Marlene Steinherr,Sailing,GER,female,10/09/1985,30.9,1.74,69
Luca Roman,Equestrian,ITA,male,10/12/1985,30.7,1.74,69
Maria Springwald,Rowing,POL,female,30/07/1991,25,1.74,69
Anastasia Simanovich,Aquatics,RUS,female,23/01/1995,21.5,1.74,69
Natalia Vorobeva,Wrestling,RUS,female,27/05/1991,25.2,1.74,69
Nathalie Brugger,Sailing,SUI,female,25/12/1985,30.6,1.74,69
Grant Nel,Aquatics,AUS,male,07/04/1988,28.3,1.73,69
Douglas Santos,Football,BRA,male,22/03/1994,22.4,1.73,69
Marcos Pasin,Hockey,BRA,male,27/05/1993,23.2,1.73,69
Rubens Donizete Valeriano,Cycling,BRA,male,14/08/1979,37,1.73,69
Haiping Liu,Canoe,CHN,female,03/06/1988,28.2,1.73,69
Jiri Prskavec,Canoe,CZE,male,18/05/1993,23.2,1.73,69
Pau Quemada,Hockey,ESP,male,04/09/1983,32.9,1.73,69
Saoussen Boudiaf,Fencing,FRA,female,31/12/1993,22.6,1.73,69
Maximilian Meyer,Football,GER,male,18/09/1995,20.9,1.73,69
Charlotte Wingfield,Athletics,MLT,female,30/11/1994,21.7,1.73,69
Epke Zonderland,Gymnastics,NED,male,16/04/1986,30.3,1.73,69
Jason Rogers,Athletics,SKN,male,31/08/1991,24.9,1.73,69
Siueni Filimone,Athletics,TGA,male,19/08/1994,22,1.73,69
Buse Tosun,Wrestling,TUR,female,05/12/1995,20.7,1.73,69
Daniyar Ismayilov,Weightlifting,TUR,male,03/02/1992,24.5,1.73,69
Nazli Donertas,Sailing,TUR,female,01/03/1991,25.4,1.73,69
Mariana Foglia Costa,Sailing,URU,female,28/06/1982,34.1,1.73,69
Brooke Sweat,Volleyball,USA,female,27/03/1986,30.4,1.73,69
Cristian Pavon,Football,ARG,male,21/01/1996,20.6,1.72,69
Hugo Parisi,Aquatics,BRA,male,01/08/1984,32,1.72,69
Teresa Portela Rivas,Canoe,ESP,female,05/05/1982,34.3,1.72,69
Gnonsiane Niombla,Handball,FRA,female,09/07/1990,26.1,1.72,69
Alice Richardson,Rugby Sevens,GBR,female,14/05/1987,29.2,1.72,69
Michael Whitaker,Equestrian,GBR,male,17/03/1960,56.4,1.72,69
Manpreet Singh,Hockey,IND,male,26/06/1992,24.1,1.72,69
Mahdi Marandi,Volleyball,IRI,male,12/05/1986,30.3,1.72,69
Elmira Syzdykova,Wrestling,KAZ,female,05/02/1992,24.5,1.72,69
Serghei Cechir,Weightlifting,MDA,male,15/10/1990,25.8,1.72,69
Martine Smeets,Handball,NED,female,05/05/1990,26.3,1.72,69
Maria Jose Acosta Acosta,Wrestling,VEN,female,26/11/1991,24.7,1.72,69
Omar Longart,Athletics,VEN,male,18/05/1991,25.2,1.72,69
Chido Dzingirai,Football,ZIM,female,25/10/1991,24.8,1.72,69
Joris Vanspringel,Equestrian,BEL,male,08/02/1963,53.5,1.71,69
Volha Ziuzkova,Basketball,BLR,female,14/06/1983,33.2,1.71,69
Taina Paixao,Basketball,BRA,female,29/11/1991,24.7,1.71,69
Pierre Volla,Equestrian,FRA,male,16/07/1981,35.1,1.71,69
Sean Safo-Antwi,Athletics,GHA,male,31/10/1990,25.8,1.71,69
Yosuke Ideguchi,Football,JPN,male,23/08/1996,20,1.71,69
Yuki Ota,Fencing,JPN,male,25/11/1985,30.7,1.71,69
Ailly Luciano,Handball,NED,female,25/03/1991,25.4,1.71,69
Courtney Mathewson,Aquatics,USA,female,14/09/1986,29.9,1.71,69
Briken Calja,Weightlifting,ALB,male,19/02/1990,26.5,1.7,69
Zeca,Football,BRA,male,16/05/1994,22.2,1.7,69
Nadia Negm,Rowing,EGY,female,23/07/1998,18,1.7,69
Jiowana Sauto,Rugby Sevens,FIJ,female,13/03/1998,18.4,1.7,69
Anthony Terras,Shooting,FRA,male,21/06/1985,31.1,1.7,69
Helene Lefebvre,Rowing,FRA,female,26/02/1991,25.5,1.7,69
Nike Lorenz,Hockey,GER,female,12/03/1997,19.4,1.7,69
Kevin Lopez,Football,HON,male,03/02/1996,20.5,1.7,69
Adrian Gomboc,Judo,SLO,male,20/01/1995,21.6,1.7,69
Duygu Aynaci,Weightlifting,TUR,female,26/06/1996,20.1,1.7,69
Svitlana Akhadova,Canoe,UKR,female,10/05/1993,23.3,1.7,69
Yauheni Karaliou,Aquatics,BLR,male,26/03/1991,25.4,1.69,69
Felipe Almeida Wu,Shooting,BRA,male,11/06/1992,24.2,1.69,69
Gilda Maria de Oliveira,Wrestling,BRA,female,06/08/1983,33,1.69,69
Billy Besson,Sailing,FRA,male,08/03/1981,35.4,1.69,69
Laurie Berthon,Cycling,FRA,female,26/08/1991,25,1.69,69
Ilana Kratysh,Wrestling,ISR,female,06/07/1990,26.1,1.69,69
Dylan Schmidt,Gymnastics,NZL,male,07/01/1997,19.6,1.69,69
Chien-Hung Pan,Weightlifting,TPE,male,07/08/1988,28,1.69,69
Alena Sharp,Golf,CAN,female,07/03/1981,35.4,1.68,69
Zhiyong Shi,Weightlifting,CHN,male,10/10/1993,22.8,1.68,69
Ana Ramirez,Rugby Sevens,COL,female,06/12/1991,24.7,1.68,69
Estefania Ramirez,Rugby Sevens,COL,female,10/09/1991,24.9,1.68,69
Leidy Yessenia Solis Arboleda,Weightlifting,COL,female,17/02/1990,26.5,1.68,69
Manon Houette,Handball,FRA,female,02/07/1992,24.1,1.68,69
Soumyajit Ghosh,Table Tennis,IND,male,10/05/1993,23.3,1.68,69
Anastasiia Todorova,Canoe,UKR,female,10/12/1993,22.7,1.68,69
Raiber Jose Rodriguez Orozco,Wrestling,VEN,male,28/12/1990,25.6,1.68,69
Rodrigo Faustino,Hockey,BRA,male,06/01/1987,29.6,1.67,69
Lisandra Guerra Rodriguez,Cycling,CUB,female,31/10/1987,28.8,1.67,69
Neisi Patricia Dajomes Barrera,Weightlifting,ECU,female,12/05/1998,18.2,1.67,69
Tuula Tenkanen,Sailing,FIN,female,11/08/1990,26,1.67,69
Amy Wilson Hardy,Rugby Sevens,GBR,female,13/09/1991,24.9,1.67,69
I Ketut Ariana,Weightlifting,INA,male,06/09/1989,26.9,1.67,69
Yelizaveta Korol,Shooting,KAZ,female,02/09/1994,21.9,1.67,69
Kiju Park,Hockey,KOR,female,14/02/1990,26.5,1.67,69
Maria Perez,Judo,PUR,female,01/04/1989,27.4,1.67,69
Marie-Eve Beauchemin-Nadeau,Weightlifting,CAN,female,13/10/1988,27.8,1.66,69
Rhian Wilkinson,Football,CAN,female,12/05/1982,34.3,1.66,69
David Sanchez Lopez,Weightlifting,ESP,male,20/07/1994,22.1,1.66,69
Azizulhasni Awang,Cycling,MAS,male,05/01/1988,28.6,1.66,69
